Identifikace přejezdu,TÚ přejezdu,Evidenční km poloha,Zabezpečení přejezdu,Krajský úřad,Oblastní ředitelství,Třída komunikace,Zeměpisná šířka,Zeměpisná délka
P6777,1991 - Suchdol nad Odrou (mimo) - Nový Jičín město (včetně),"0,346",S - Světelná PZZ se závorami,Moravskoslezský kraj,45899 - OŘ Ostrava,III. - silnice III.třídy,49° 38' 36.11987'' N,17° 56' 35.30961'' E
P6778,1991 - Suchdol nad Odrou (mimo) - Nový Jičín město (včetně),"0,624",N - Přejezd zabezpečený pouze výstražným křížem,Moravskoslezský kraj,45899 - OŘ Ostrava,O - účelové komunikace - ostatní,49° 38' 32.31118'' N,17° 56' 47.40031'' E
P6779,1991 - Suchdol nad Odrou (mimo) - Nový Jičín město (včetně),"0,863",N - Přejezd zabezpečený pouze výstražným křížem,Moravskoslezský kraj,45899 - OŘ Ostrava,O - účelové komunikace - ostatní,49° 38' 28.42678'' N,17° 56' 57.64925'' E
P678,0321 - Staňkov (mimo) - Poběžovice (mimo),"10,231",S - Světelná PZZ bez závor,Plzeňský kraj,85499 - OŘ Plzeň,C - místní komunikace - obslužná,49° 31' 22.56071'' N,12° 55' 33.25533'' E
P6780,1991 - Suchdol nad Odrou (mimo) - Nový Jičín město (včetně),"1,350",S - Světelná PZZ se závorami,Moravskoslezský kraj,45899 - OŘ Ostrava,III. - silnice III.třídy,49° 38' 21.49777'' N,17° 57' 19.18012'' E
P6781,1991 - Suchdol nad Odrou (mimo) - Nový Jičín město (včetně),"2,016",N - Přejezd zabezpečený pouze výstražným křížem,Moravskoslezský kraj,45899 - OŘ Ostrava,1L - účelové komunikace - lesní cesty 1.třídy,49° 38' 12.17808'' N,17° 57' 48.19657'' E
P6782,1991 - Suchdol nad Odrou (mimo) - Nový Jičín město (včetně),"4,599",N - Přejezd zabezpečený pouze výstražným křížem,Moravskoslezský kraj,45899 - OŘ Ostrava,O - účelové komunikace - ostatní,49° 37' 19.89664'' N,17° 58' 45.11837'' E
P6783,1991 - Suchdol nad Odrou (mimo) - Nový Jičín město (včetně),"5,081",S - Světelná PZZ se závorami,Moravskoslezský kraj,45899 - OŘ Ostrava,III. - silnice III.třídy,49° 37' 05.59380'' N,17° 58' 51.74798'' E
P6784,1991 - Suchdol nad Odrou (mimo) - Nový Jičín město (včetně),"6,227",N - Přejezd zabezpečený pouze výstražným křížem,Moravskoslezský kraj,45899 - OŘ Ostrava,O - účelové komunikace - ostatní,49° 36' 43.93808'' N,17° 59' 32.80242'' E
P6785,1991 - Suchdol nad Odrou (mimo) - Nový Jičín město (včetně),"6,370",N - Přejezd zabezpečený pouze výstražným křížem,Moravskoslezský kraj,45899 - OŘ Ostrava,O - účelové komunikace - ostatní,49° 36' 40.37079'' N,17° 59' 37.39574'' E
P6786,1991 - Suchdol nad Odrou (mimo) - Nový Jičín město (včetně),"6,847",N - Přejezd zabezpečený pouze výstražným křížem,Moravskoslezský kraj,45899 - OŘ Ostrava,O - účelové komunikace - ostatní,49° 36' 28.36939'' N,17° 59' 52.30393'' E
P6787,1991 - Suchdol nad Odrou (mimo) - Nový Jičín město (včetně),"7,371",S - Světelná PZZ bez závor,Moravskoslezský kraj,45899 - OŘ Ostrava,D1 - místní komunikace - pěší a obytné zóny,49° 36' 13.72340'' N,18° 00' 04.77412'' E
P6788,1991 - Suchdol nad Odrou (mimo) - Nový Jičín město (včetně),"7,511",S - Světelná PZZ bez závor,Moravskoslezský kraj,45899 - OŘ Ostrava,D1 - místní komunikace - pěší a obytné zóny,49° 36' 09.49223'' N,18° 00' 07.45728'' E
P6789,1991 - Suchdol nad Odrou (mimo) - Nový Jičín město (včetně),"7,579",N - Přejezd zabezpečený pouze výstražným křížem,Moravskoslezský kraj,45899 - OŘ Ostrava,D2 - místní komunikace – nepřístupné motorovým vozidlům,49° 36' 07.49237'' N,18° 00' 08.83287'' E
P679,0321 - Staňkov (mimo) - Poběžovice (mimo),"10,321",N - Přejezd zabezpečený pouze výstražným křížem,Plzeňský kraj,85499 - OŘ Plzeň,O - účelové komunikace - ostatní,49° 31' 22.91873'' N,12° 55' 29.09096'' E
P6790,1991 - Suchdol nad Odrou (mimo) - Nový Jičín město (včetně),"7,672",N - Přejezd zabezpečený pouze výstražným křížem,Moravskoslezský kraj,45899 - OŘ Ostrava,D2 - místní komunikace – nepřístupné motorovým vozidlům,49° 36' 05.12483'' N,18° 00' 11.70916'' E
P6791,1991 - Suchdol nad Odrou (mimo) - Nový Jičín město (včetně),"7,896",N - Přejezd zabezpečený pouze výstražným křížem,Moravskoslezský kraj,45899 - OŘ Ostrava,D2 - místní komunikace – nepřístupné motorovým vozidlům,49° 35' 59.07074'' N,18° 00' 17.69314'' E
P6792,1991 - Suchdol nad Odrou (mimo) - Nový Jičín město (včetně),"7,997",S - Světelná PZZ bez závor,Moravskoslezský kraj,45899 - OŘ Ostrava,D1 - místní komunikace - pěší a obytné zóny,49° 35' 57.74485'' N,18° 00' 22.27579'' E
P6793,1991 - Suchdol nad Odrou (mimo) - Nový Jičín město (včetně),"8,073",N - Přejezd zabezpečený pouze výstražným křížem,Moravskoslezský kraj,45899 - OŘ Ostrava,D2 - místní komunikace – nepřístupné motorovým vozidlům,49° 35' 57.27549'' N,18° 00' 25.94044'' E
P6794,2001 - Břeclav předn. (mimo) - Brno hl.n. (včetně),"93,970",S - Světelná PZZ se závorami,Jihomoravský kraj,46699 - OŘ Brno,D2 - místní komunikace – nepřístupné motorovým vozidlům,48° 50' 08.85771'' N,16° 51' 21.31150'' E
P6795,2001 - Břeclav předn. (mimo) - Brno hl.n. (včetně),"105,959",S - Světelná PZZ se závorami,Jihomoravský kraj,46699 - OŘ Brno,III. - silnice III.třídy,48° 54' 13.82800'' N,16° 44' 06.22138'' E
P6796,2001 - Břeclav předn. (mimo) - Brno hl.n. (včetně),"118,280",S - Světelná PZZ se závorami,Jihomoravský kraj,46699 - OŘ Brno,D2 - místní komunikace – nepřístupné motorovým vozidlům,48° 58' 01.14009'' N,16° 36' 10.08527'' E
P6797,2001 - Břeclav předn. (mimo) - Brno hl.n. (včetně),"138,180",S - Světelná PZZ se závorami,Jihomoravský kraj,46699 - OŘ Brno,III. - silnice III.třídy,49° 08' 38.86797'' N,16° 36' 23.65075'' E
P6799,2001 - Břeclav předn. (mimo) - Brno hl.n. (včetně),"140,710",N - Přejezd zabezpečený pouze výstražným křížem,Jihomoravský kraj,46699 - OŘ Brno,O - účelové komunikace - ostatní,49° 10' 03.08014'' N,16° 36' 19.14895'' E
P68,0101 - Praha-Bubny (mimo) - Chomutov-záp.zhlaví (mimo),"113,097",S - Světelná PZZ bez závor,Ústecký kraj,67299 - OŘ Ústí nad Labem,H - účelové komunikace - polní cesty hlavní,50° 23' 07.77018'' N,13° 27' 12.73228'' E
P680,0321 - Staňkov (mimo) - Poběžovice (mimo),"10,457",N - Přejezd zabezpečený pouze výstražným křížem,Plzeňský kraj,85499 - OŘ Plzeň,C - místní komunikace - obslužná,49° 31' 21.57012'' N,12° 55' 22.67297'' E
P6802,2002 - Brno hl.n. (mimo) - Česká Třebová os.n. (mimo),"181,337",S - Světelná PZZ se závorami,Jihomoravský kraj,46699 - OŘ Brno,O - účelové komunikace - ostatní,49° 22' 24.19401'' N,16° 38' 12.95469'' E
P6803,2002 - Brno hl.n. (mimo) - Česká Třebová os.n. (mimo),"182,324",S - Světelná PZZ se závorami,Jihomoravský kraj,46699 - OŘ Brno,III. - silnice III.třídy,49° 22' 55.71205'' N,16° 38' 07.40454'' E
P6804,2002 - Brno hl.n. (mimo) - Česká Třebová os.n. (mimo),"182,828",S - Světelná PZZ se závorami,Jihomoravský kraj,46699 - OŘ Brno,D1 - místní komunikace - pěší a obytné zóny,49° 23' 11.66281'' N,16° 38' 02.72670'' E
P6805,2002 - Brno hl.n. (mimo) - Česká Třebová os.n. (mimo),"183,716",S - Světelná PZZ se závorami,Jihomoravský kraj,46699 - OŘ Brno,III. - silnice III.třídy,49° 23' 39.99055'' N,16° 37' 54.40769'' E
P6806,2002 - Brno hl.n. (mimo) - Česká Třebová os.n. (mimo),"185,390",S - Světelná PZZ se závorami,Jihomoravský kraj,46699 - OŘ Brno,D1 - místní komunikace - pěší a obytné zóny,49° 24' 33.31801'' N,16° 37' 39.06028'' E
P6807,2002 - Brno hl.n. (mimo) - Česká Třebová os.n. (mimo),"188,870",S - Světelná PZZ se závorami,Jihomoravský kraj,46699 - OŘ Brno,D1 - místní komunikace - pěší a obytné zóny,49° 26' 23.51095'' N,16° 37' 16.53967'' E
P6808,2002 - Brno hl.n. (mimo) - Česká Třebová os.n. (mimo),"192,290",S - Světelná PZZ se závorami,Jihomoravský kraj,46699 - OŘ Brno,III. - silnice III.třídy,49° 27' 56.23717'' N,16° 37' 05.37892'' E
P6809,2002 - Brno hl.n. (mimo) - Česká Třebová os.n. (mimo),"194,400",N - Přejezd zabezpečený pouze výstražným křížem,Jihomoravský kraj,46699 - OŘ Brno,III. - silnice III.třídy,49° 28' 54.12118'' N,16° 36' 27.34999'' E
P681,0321 - Staňkov (mimo) - Poběžovice (mimo),"11,967",M - Mechanická PZZ,Plzeňský kraj,85499 - OŘ Plzeň,O - účelové komunikace - ostatní,49° 31' 09.89285'' N,12° 54' 13.52703'' E
P6810,2002 - Brno hl.n. (mimo) - Česká Třebová os.n. (mimo),"194,412",S - Světelná PZZ se závorami,Jihomoravský kraj,46699 - OŘ Brno,III. - silnice III.třídy,49° 28' 55.29982'' N,16° 36' 27.90400'' E
P6811,2002 - Brno hl.n. (mimo) - Česká Třebová os.n. (mimo),"195,975",S - Světelná PZZ se závorami,Jihomoravský kraj,46699 - OŘ Brno,D1 - místní komunikace - pěší a obytné zóny,49° 29' 43.85294'' N,16° 36' 11.34595'' E
P6812,2002 - Brno hl.n. (mimo) - Česká Třebová os.n. (mimo),"198,602",S - Světelná PZZ se závorami,Jihomoravský kraj,46699 - OŘ Brno,D1 - místní komunikace - pěší a obytné zóny,49° 30' 51.68512'' N,16° 35' 06.36523'' E
P6813,2002 - Brno hl.n. (mimo) - Česká Třebová os.n. (mimo),"199,369",S - Světelná PZZ se závorami,Jihomoravský kraj,46699 - OŘ Brno,D1 - místní komunikace - pěší a obytné zóny,49° 31' 15.97262'' N,16° 35' 02.17009'' E
P6814,2002 - Brno hl.n. (mimo) - Česká Třebová os.n. (mimo),"201,115",S - Světelná PZZ se závorami,Jihomoravský kraj,46699 - OŘ Brno,C - místní komunikace - obslužná,49° 32' 08.82415'' N,16° 34' 35.95286'' E
P6815,2002 - Brno hl.n. (mimo) - Česká Třebová os.n. (mimo),"202,030",S - Světelná PZZ se závorami,Jihomoravský kraj,46699 - OŘ Brno,III. - silnice III.třídy,49° 32' 33.70650'' N,16° 34' 12.98788'' E
P6816,2002 - Brno hl.n. (mimo) - Česká Třebová os.n. (mimo),"204,614",S - Světelná PZZ se závorami,Jihomoravský kraj,46699 - OŘ Brno,O - účelové komunikace - ostatní,49° 33' 54.41828'' N,16° 33' 57.20601'' E
P6817,2002 - Brno hl.n. (mimo) - Česká Třebová os.n. (mimo),"207,866",S - Světelná PZZ se závorami,Jihomoravský kraj,46699 - OŘ Brno,D1 - místní komunikace - pěší a obytné zóny,49° 35' 21.65675'' N,16° 32' 34.45213'' E
P6818,2002 - Brno hl.n. (mimo) - Česká Třebová os.n. (mimo),"208,144",S - Světelná PZZ se závorami,Pardubický kraj,46699 - OŘ Brno,O - účelové komunikace - ostatní,49° 35' 29.34524'' N,16° 32' 27.15220'' E
P6819,2002 - Brno hl.n. (mimo) - Česká Třebová os.n. (mimo),"208,487",S - Světelná PZZ se závorami,Pardubický kraj,46699 - OŘ Brno,D1 - místní komunikace - pěší a obytné zóny,49° 35' 38.79827'' N,16° 32' 18.10289'' E
P6820,2002 - Brno hl.n. (mimo) - Česká Třebová os.n. (mimo),"209,382",S - Světelná PZZ se závorami,Pardubický kraj,46699 - OŘ Brno,D1 - místní komunikace - pěší a obytné zóny,49° 36' 04.31635'' N,16° 31' 57.73888'' E
P6821,2002 - Brno hl.n. (mimo) - Česká Třebová os.n. (mimo),"209,732",S - Světelná PZZ se závorami,Pardubický kraj,46699 - OŘ Brno,O - účelové komunikace - ostatní,49° 36' 15.26495'' N,16° 31' 52.79405'' E
P6822,2002 - Brno hl.n. (mimo) - Česká Třebová os.n. (mimo),"210,738",S - Světelná PZZ se závorami,Pardubický kraj,46699 - OŘ Brno,O - účelové komunikace - ostatní,49° 36' 47.32938'' N,16° 31' 53.57236'' E
P6823,2002 - Brno hl.n. (mimo) - Česká Třebová os.n. (mimo),"212,004",S - Světelná PZZ se závorami,Pardubický kraj,46699 - OŘ Brno,II. - silnice II.třídy,49° 37' 23.59423'' N,16° 31' 28.18207'' E
P6824,2002 - Brno hl.n. (mimo) - Česká Třebová os.n. (mimo),"213,549",S - Světelná PZZ se závorami,Pardubický kraj,46699 - OŘ Brno,III. - silnice III.třídy,49° 38' 08.85672'' N,16° 31' 07.53383'' E
P6825,2002 - Brno hl.n. (mimo) - Česká Třebová os.n. (mimo),"214,284",S - Světelná PZZ se závorami,Pardubický kraj,46699 - OŘ Brno,O - účelové komunikace - ostatní,49° 38' 32.46986'' N,16° 31' 02.55628'' E
P6826,2002 - Brno hl.n. (mimo) - Česká Třebová os.n. (mimo),"216,067",S - Světelná PZZ se závorami,Pardubický kraj,46699 - OŘ Brno,O - účelové komunikace - ostatní,49° 39' 20.39798'' N,16° 30' 28.10144'' E
P6827,2002 - Brno hl.n. (mimo) - Česká Třebová os.n. (mimo),"224,032",S - Světelná PZZ se závorami,Pardubický kraj,46699 - OŘ Brno,III. - silnice III.třídy,49° 42' 40.67567'' N,16° 29' 04.93178'' E
P6828,2002 - Brno hl.n. (mimo) - Česká Třebová os.n. (mimo),"226,755",S - Světelná PZZ se závorami,Pardubický kraj,46699 - OŘ Brno,III. - silnice III.třídy,49° 44' 08.57588'' N,16° 28' 59.59153'' E
P6829,2002 - Brno hl.n. (mimo) - Česká Třebová os.n. (mimo),"229,110",S - Světelná PZZ se závorami,Pardubický kraj,65099 - OŘ Hradec Králové,C - místní komunikace - obslužná,49° 45' 24.10853'' N,16° 28' 44.73192'' E
P683,0321 - Staňkov (mimo) - Poběžovice (mimo),"14,031",N - Přejezd zabezpečený pouze výstražným křížem,Plzeňský kraj,85499 - OŘ Plzeň,III. - silnice III.třídy,49° 30' 42.87636'' N,12° 52' 43.86402'' E
P6830,2002 - Brno hl.n. (mimo) - Česká Třebová os.n. (mimo),"230,512",S - Světelná PZZ se závorami,Pardubický kraj,65099 - OŘ Hradec Králové,O - účelové komunikace - ostatní,49° 46' 09.13620'' N,16° 28' 54.69342'' E
P6831,2002 - Brno hl.n. (mimo) - Česká Třebová os.n. (mimo),"231,759",S - Světelná PZZ se závorami,Pardubický kraj,65099 - OŘ Hradec Králové,O - účelové komunikace - ostatní,49° 46' 49.10638'' N,16° 29' 03.60628'' E
P6832,2002 - Brno hl.n. (mimo) - Česká Třebová os.n. (mimo),"233,175",S - Světelná PZZ se závorami,Pardubický kraj,65099 - OŘ Hradec Králové,D2 - místní komunikace – nepřístupné motorovým vozidlům,49° 47' 34.46571'' N,16° 29' 13.67177'' E
P6833,2002 - Brno hl.n. (mimo) - Česká Třebová os.n. (mimo),"233,722",S - Světelná PZZ se závorami,Pardubický kraj,65099 - OŘ Hradec Králové,D1 - místní komunikace - pěší a obytné zóny,49° 47' 51.97382'' N,16° 29' 17.64616'' E
P6834,2002 - Brno hl.n. (mimo) - Česká Třebová os.n. (mimo),"234,988",S - Světelná PZZ se závorami,Pardubický kraj,65099 - OŘ Hradec Králové,III. - silnice III.třídy,49° 48' 32.50163'' N,16° 29' 25.71985'' E
P6835,2002 - Brno hl.n. (mimo) - Česká Třebová os.n. (mimo),"239,457",S - Světelná PZZ se závorami,Pardubický kraj,65099 - OŘ Hradec Králové,III. - silnice III.třídy,49° 50' 49.76951'' N,16° 28' 26.78412'' E
P6836,2007 - Brno-Židenice (mimo) - Posvitavské vlečky (dvl.) (vče,"0,488",N - Přejezd zabezpečený pouze výstražným křížem,Jihomoravský kraj,46699 - OŘ Brno,D2 - místní komunikace – nepřístupné motorovým vozidlům,49° 11' 53.77708'' N,16° 37' 44.52867'' E
P6837,2007 - Brno-Židenice (mimo) - Posvitavské vlečky (dvl.) (vče,"1,267",S - Světelná PZZ bez závor,Jihomoravský kraj,46699 - OŘ Brno,A - místní komunikace - rychlostní,49° 11' 28.49016'' N,16° 37' 41.48558'' E
P6838,2011 - Svitavy (mimo) - Žďárec u Skutče (mimo),"0,714",N - Přejezd zabezpečený pouze výstražným křížem,Pardubický kraj,65099 - OŘ Hradec Králové,O - účelové komunikace - ostatní,49° 45' 52.78609'' N,16° 28' 41.83002'' E
P6839,2011 - Svitavy (mimo) - Žďárec u Skutče (mimo),"0,940",N - Přejezd zabezpečený pouze výstražným křížem,Pardubický kraj,65099 - OŘ Hradec Králové,D2 - místní komunikace – nepřístupné motorovým vozidlům,49° 45' 52.74138'' N,16° 28' 30.67704'' E
P684,0321 - Staňkov (mimo) - Poběžovice (mimo),"14,209",N - Přejezd zabezpečený pouze výstražným křížem,Plzeňský kraj,85499 - OŘ Plzeň,C - místní komunikace - obslužná,49° 30' 38.97743'' N,12° 52' 37.21415'' E
P6840,2011 - Svitavy (mimo) - Žďárec u Skutče (mimo),"1,116",N - Přejezd zabezpečený pouze výstražným křížem,Pardubický kraj,65099 - OŘ Hradec Králové,D1 - místní komunikace - pěší a obytné zóny,49° 45' 52.63738'' N,16° 28' 21.89691'' E
P6841,2011 - Svitavy (mimo) - Žďárec u Skutče (mimo),"1,708",S - Světelná PZZ bez závor,Pardubický kraj,65099 - OŘ Hradec Králové,C - místní komunikace - obslužná,49° 45' 52.97258'' N,16° 27' 53.68688'' E
P6842,2011 - Svitavy (mimo) - Žďárec u Skutče (mimo),"1,893",N - Přejezd zabezpečený pouze výstražným křížem,Pardubický kraj,65099 - OŘ Hradec Králové,D2 - místní komunikace – nepřístupné motorovým vozidlům,49° 45' 50.85527'' N,16° 27' 44.99733'' E
P6843,2011 - Svitavy (mimo) - Žďárec u Skutče (mimo),"2,548",S - Světelná PZZ se závorami,Pardubický kraj,65099 - OŘ Hradec Králové,II. - silnice II.třídy,49° 45' 48.33075'' N,16° 27' 12.79910'' E
P6844,2011 - Svitavy (mimo) - Žďárec u Skutče (mimo),"4,282",N - Přejezd zabezpečený pouze výstražným křížem,Pardubický kraj,65099 - OŘ Hradec Králové,O - účelové komunikace - ostatní,49° 45' 31.81442'' N,16° 25' 51.15542'' E
P6846,2011 - Svitavy (mimo) - Žďárec u Skutče (mimo),"5,928",N - Přejezd zabezpečený pouze výstražným křížem,Pardubický kraj,65099 - OŘ Hradec Králové,O - účelové komunikace - ostatní,49° 44' 54.62916'' N,16° 25' 07.58743'' E
P6847,2011 - Svitavy (mimo) - Žďárec u Skutče (mimo),"6,640",S - Světelná PZZ se závorami,Pardubický kraj,65099 - OŘ Hradec Králové,I. - silnice I.třídy,49° 44' 44.96255'' N,16° 24' 44.96342'' E
P6848,2011 - Svitavy (mimo) - Žďárec u Skutče (mimo),"8,209",S - Světelná PZZ bez závor,Pardubický kraj,65099 - OŘ Hradec Králové,O - účelové komunikace - ostatní,49° 44' 12.63192'' N,16° 24' 00.18742'' E
P6849,2011 - Svitavy (mimo) - Žďárec u Skutče (mimo),"8,609",S - Světelná PZZ bez závor,Pardubický kraj,65099 - OŘ Hradec Králové,III. - silnice III.třídy,49° 44' 12.51258'' N,16° 23' 41.76610'' E
P685,0321 - Staňkov (mimo) - Poběžovice (mimo),"16,451",N - Přejezd zabezpečený pouze výstražným křížem,Plzeňský kraj,85499 - OŘ Plzeň,3L - účelové komunikace - lesní cesty 3.třídy,49° 30' 47.31018'' N,12° 50' 56.87879'' E
P6850,2011 - Svitavy (mimo) - Žďárec u Skutče (mimo),"9,053",N - Přejezd zabezpečený pouze výstražným křížem,Pardubický kraj,65099 - OŘ Hradec Králové,O - účelové komunikace - ostatní,49° 44' 11.09139'' N,16° 23' 21.10544'' E
P6851,2011 - Svitavy (mimo) - Žďárec u Skutče (mimo),"10,905",N - Přejezd zabezpečený pouze výstražným křížem,Pardubický kraj,65099 - OŘ Hradec Králové,C - místní komunikace - obslužná,49° 43' 48.78394'' N,16° 22' 16.04171'' E
P6852,2011 - Svitavy (mimo) - Žďárec u Skutče (mimo),"11,852",N - Přejezd zabezpečený pouze výstražným křížem,Pardubický kraj,65099 - OŘ Hradec Králové,O - účelové komunikace - ostatní,49° 43' 43.26100'' N,16° 21' 30.66485'' E
P6853,2011 - Svitavy (mimo) - Žďárec u Skutče (mimo),"12,137",N - Přejezd zabezpečený pouze výstražným křížem,Pardubický kraj,65099 - OŘ Hradec Králové,O - účelové komunikace - ostatní,49° 43' 37.44256'' N,16° 21' 19.55666'' E
P6854,2011 - Svitavy (mimo) - Žďárec u Skutče (mimo),"12,693",N - Přejezd zabezpečený pouze výstražným křížem,Pardubický kraj,65099 - OŘ Hradec Králové,O - účelové komunikace - ostatní,49° 43' 33.08844'' N,16° 20' 52.67235'' E
P6855,2011 - Svitavy (mimo) - Žďárec u Skutče (mimo),"14,492",N - Přejezd zabezpečený pouze výstražným křížem,Pardubický kraj,65099 - OŘ Hradec Králové,III. - silnice III.třídy,49° 43' 14.52421'' N,16° 19' 30.41296'' E
P6856,2011 - Svitavy (mimo) - Žďárec u Skutče (mimo),"15,512",N - Přejezd zabezpečený pouze výstražným křížem,Pardubický kraj,65099 - OŘ Hradec Králové,O - účelové komunikace - ostatní,49° 43' 07.56587'' N,16° 18' 42.13009'' E
P6857,2011 - Svitavy (mimo) - Žďárec u Skutče (mimo),"16,225",N - Přejezd zabezpečený pouze výstražným křížem,Pardubický kraj,65099 - OŘ Hradec Králové,O - účelové komunikace - ostatní,49° 43' 14.43292'' N,16° 18' 09.79400'' E
P6858,2011 - Svitavy (mimo) - Žďárec u Skutče (mimo),"17,059",S - Světelná PZZ se závorami,Pardubický kraj,65099 - OŘ Hradec Králové,I. - silnice I.třídy,49° 43' 16.11146'' N,16° 17' 29.31033'' E
P6859,2011 - Svitavy (mimo) - Žďárec u Skutče (mimo),"17,502",N - Přejezd zabezpečený pouze výstražným křížem,Pardubický kraj,65099 - OŘ Hradec Králové,O - účelové komunikace - ostatní,49° 43' 19.62921'' N,16° 17' 07.84981'' E
P686,0321 - Staňkov (mimo) - Poběžovice (mimo),"17,753",N - Přejezd zabezpečený pouze výstražným křížem,Plzeňský kraj,85499 - OŘ Plzeň,III. - silnice III.třídy,49° 30' 58.28429'' N,12° 49' 59.27586'' E
P6860,2011 - Svitavy (mimo) - Žďárec u Skutče (mimo),"17,956",N - Přejezd zabezpečený pouze výstražným křížem,Pardubický kraj,65099 - OŘ Hradec Králové,O - účelové komunikace - ostatní,49° 43' 25.21250'' N,16° 16' 47.03468'' E
P6861,2011 - Svitavy (mimo) - Žďárec u Skutče (mimo),"19,149",S - Světelná PZZ se závorami,Pardubický kraj,65099 - OŘ Hradec Králové,II. - silnice II.třídy,49° 43' 07.17097'' N,16° 15' 58.01562'' E
P6862,2011 - Svitavy (mimo) - Žďárec u Skutče (mimo),"19,913",S - Světelná PZZ se závorami,Pardubický kraj,65099 - OŘ Hradec Králové,III. - silnice III.třídy,49° 43' 11.48865'' N,16° 15' 20.38688'' E
P6863,2011 - Svitavy (mimo) - Žďárec u Skutče (mimo),"20,338",N - Přejezd zabezpečený pouze výstražným křížem,Pardubický kraj,65099 - OŘ Hradec Králové,O - účelové komunikace - ostatní,49° 43' 11.81848'' N,16° 14' 59.07645'' E
P6864,2011 - Svitavy (mimo) - Žďárec u Skutče (mimo),"20,725",N - Přejezd zabezpečený pouze výstražným křížem,Pardubický kraj,65099 - OŘ Hradec Králové,O - účelové komunikace - ostatní,49° 43' 12.58936'' N,16° 14' 39.79915'' E
P6865,2011 - Svitavy (mimo) - Žďárec u Skutče (mimo),"21,323",S - Světelná PZZ se závorami,Pardubický kraj,65099 - OŘ Hradec Králové,I. - silnice I.třídy,49° 43' 18.94271'' N,16° 14' 11.81003'' E
P6866,2011 - Svitavy (mimo) - Žďárec u Skutče (mimo),"21,904",N - Přejezd zabezpečený pouze výstražným křížem,Pardubický kraj,65099 - OŘ Hradec Králové,O - účelové komunikace - ostatní,49° 43' 12.23913'' N,16° 13' 46.14839'' E
P6867,2011 - Svitavy (mimo) - Žďárec u Skutče (mimo),"22,261",N - Přejezd zabezpečený pouze výstražným křížem,Pardubický kraj,65099 - OŘ Hradec Králové,O - účelové komunikace - ostatní,49° 43' 05.12108'' N,16° 13' 32.16717'' E
P6868,2011 - Svitavy (mimo) - Žďárec u Skutče (mimo),"22,811",N - Přejezd zabezpečený pouze výstražným křížem,Pardubický kraj,65099 - OŘ Hradec Králové,O - účelové komunikace - ostatní,49° 43' 06.04347'' N,16° 13' 06.58248'' E
P6869,2011 - Svitavy (mimo) - Žďárec u Skutče (mimo),"23,119",N - Přejezd zabezpečený pouze výstražným křížem,Pardubický kraj,65099 - OŘ Hradec Králové,O - účelové komunikace - ostatní,49° 43' 03.99502'' N,16° 12' 51.56583'' E
P687,0331 - Havlovice (včetně) (býv.Paseč. - Tachov (mimo),"6,240",S - Světelná PZZ se závorami,Plzeňský kraj,85499 - OŘ Plzeň,I. - silnice I.třídy,49° 24' 59.69087'' N,12° 52' 24.05002'' E
P6870,2011 - Svitavy (mimo) - Žďárec u Skutče (mimo),"23,373",N - Přejezd zabezpečený pouze výstražným křížem,Pardubický kraj,65099 - OŘ Hradec Králové,O - účelové komunikace - ostatní,49° 43' 08.82153'' N,16° 12' 42.33069'' E
P6871,2011 - Svitavy (mimo) - Žďárec u Skutče (mimo),"23,693",N - Přejezd zabezpečený pouze výstražným křížem,Pardubický kraj,65099 - OŘ Hradec Králové,O - účelové komunikace - ostatní,49° 43' 18.48844'' N,16° 12' 38.22754'' E
P6872,2011 - Svitavy (mimo) - Žďárec u Skutče (mimo),"24,062",N - Přejezd zabezpečený pouze výstražným křížem,Pardubický kraj,65099 - OŘ Hradec Králové,O - účelové komunikace - ostatní,49° 43' 25.68857'' N,16° 12' 24.50543'' E
P6873,2011 - Svitavy (mimo) - Žďárec u Skutče (mimo),"24,517",N - Přejezd zabezpečený pouze výstražným křížem,Pardubický kraj,65099 - OŘ Hradec Králové,D1 - místní komunikace - pěší a obytné zóny,49° 43' 30.11752'' N,16° 12' 03.67930'' E
P6874,2011 - Svitavy (mimo) - Žďárec u Skutče (mimo),"24,744",N - Přejezd zabezpečený pouze výstražným křížem,Pardubický kraj,65099 - OŘ Hradec Králové,O - účelové komunikace - ostatní,49° 43' 33.68353'' N,16° 11' 53.70735'' E
P6875,2011 - Svitavy (mimo) - Žďárec u Skutče (mimo),"25,185",N - Přejezd zabezpečený pouze výstražným křížem,Pardubický kraj,65099 - OŘ Hradec Králové,D1 - místní komunikace - pěší a obytné zóny,49° 43' 43.01952'' N,16° 11' 37.59721'' E
P6876,2011 - Svitavy (mimo) - Žďárec u Skutče (mimo),"25,316",N - Přejezd zabezpečený pouze výstražným křížem,Pardubický kraj,65099 - OŘ Hradec Králové,O - účelové komunikace - ostatní,49° 43' 45.52370'' N,16° 11' 32.23285'' E
P6877,2011 - Svitavy (mimo) - Žďárec u Skutče (mimo),"25,417",N - Přejezd zabezpečený pouze výstražným křížem,Pardubický kraj,65099 - OŘ Hradec Králové,O - účelové komunikace - ostatní,49° 43' 47.47233'' N,16° 11' 28.17197'' E
